W
-2.968978799999999994e-03
0.000000000000000000e+00
4.860325255499999830e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.320346050000000037e-03
0.000000000000000000e+00
-1.992358765000000129e-02
-9.959365149999999806e-03
4.001955335000000058e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-2.447733799999999953e-03
0.000000000000000000e+00
4.853519745000000052e-01
0.000000000000000000e+00
0.000000000000000000e+00
-2.038466515000000173e-02
0.000000000000000000e+00
1.454530709999999998e-02
6.493326950000000326e-03
-1.115337949999999773e-03
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.191127150000000079e-02
0.000000000000000000e+00
4.855940030500000004e-01
0.000000000000000000e+00
0.000000000000000000e+00
-1.545835599999999949e-02
0.000000000000000000e+00
9.965986700000000267e-03
-1.657156704999999952e-02
-1.092086849999999998e-03
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-2.189263299999999988e-03
0.000000000000000000e+00
4.856090779000000190e-01
0.000000000000000000e+00
0.000000000000000000e+00
-1.367531980000000029e-02
0.000000000000000000e+00
7.820207600000000231e-03
-4.340769399999999667e-03
1.812616984999999847e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-2.512582299999999852e-03
0.000000000000000000e+00
4.859475419500000060e-01
0.000000000000000000e+00
0.000000000000000000e+00
-1.939508170000000045e-02
0.000000000000000000e+00
-2.170925199999999833e-03
-1.627884599999999959e-02
7.160976780000000153e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-2.226531400000000046e-03
0.000000000000000000e+00
4.859937772499999808e-01
0.000000000000000000e+00
0.000000000000000000e+00
-2.510713585000000012e-02
0.000000000000000000e+00
-2.101614480000000076e-02
-1.631141290000000243e-02
8.447516574999999750e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.162192700000000106e-03
0.000000000000000000e+00
4.863155043499999830e-01
0.000000000000000000e+00
0.000000000000000000e+00
-1.597018944999999829e-02
0.000000000000000000e+00
2.141430199999999791e-03
-4.665909020000000296e-02
-1.873233263499999857e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.551090399999999939e-03
0.000000000000000000e+00
4.877126312000000241e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.572851579999999874e-02
0.000000000000000000e+00
-6.994004899999999719e-03
2.590075844999999849e-02
1.016784576499999981e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-4.343982499999999875e-04
0.000000000000000000e+00
4.890783780499999844e-01
0.000000000000000000e+00
0.000000000000000000e+00
5.308566630000000064e-02
0.000000000000000000e+00
1.809362249999999991e-02
1.173630006499999934e-01
7.340356832000000109e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-0.0318332393
